,title,artist,id,duration,popularity,features,timestamp,created_at
5,'Sunroof','Nicky Youre',4h4QlmocP3IuwYEj2j14p8,163025,92,"{""danceability"": 0.768, ""energy"": 0.714, ""key"": 10, ""loudness"": -5.11, ""mode"": 1, ""speechiness"": 0.0401, ""acousticness"": 0.352, ""instrumentalness"": 0, ""liveness"": 0.15, ""valence"": 0.842, ""tempo"": 131.443, ""type"": ""audio_features"", ""id"": ""4h4QlmocP3IuwYEj2j14p8"", ""uri"": ""spotify:track:4h4QlmocP3IuwYEj2j14p8"", ""track_href"": ""https://api.spotify.com/v1/tracks/4h4QlmocP3IuwYEj2j14p8"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/4h4QlmocP3IuwYEj2j14p8"", ""duration_ms"": 163026, ""time_signature"": 4}",1663568723.027,1663595020.90749
4,'Don’t Wake Me Up','Jonas Blue',3LEgGAl9zLcQWGTp7ptqtQ,188894,76,"{""danceability"": 0.621, ""energy"": 0.747, ""key"": 11, ""loudness"": -5.084, ""mode"": 1, ""speechiness"": 0.0337, ""acousticness"": 0.222, ""instrumentalness"": 0.000194, ""liveness"": 0.147, ""valence"": 0.426, ""tempo"": 124.015, ""type"": ""audio_features"", ""id"": ""3LEgGAl9zLcQWGTp7ptqtQ"", ""uri"": ""spotify:track:3LEgGAl9zLcQWGTp7ptqtQ"", ""track_href"": ""https://api.spotify.com/v1/tracks/3LEgGAl9zLcQWGTp7ptqtQ"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/3LEgGAl9zLcQWGTp7ptqtQ"", ""duration_ms"": 188894, ""time_signature"": 4}",1663568911.992,1663595020.557389
3,'West Coast','OneRepublic',0sBJA2OCEECMs0HsdIQhvR,192947,77,"{""danceability"": 0.685, ""energy"": 0.699, ""key"": 6, ""loudness"": -7.803, ""mode"": 0, ""speechiness"": 0.0349, ""acousticness"": 0.317, ""instrumentalness"": 0, ""liveness"": 0.0895, ""valence"": 0.884, ""tempo"": 134.057, ""type"": ""audio_features"", ""id"": ""0sBJA2OCEECMs0HsdIQhvR"", ""uri"": ""spotify:track:0sBJA2OCEECMs0HsdIQhvR"", ""track_href"": ""https://api.spotify.com/v1/tracks/0sBJA2OCEECMs0HsdIQhvR"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0sBJA2OCEECMs0HsdIQhvR"", ""duration_ms"": 192948, ""time_signature"": 4}",1663569106.903,1663595020.209195
2,'comethru','Jeremy Zucker',18uwL0vNUanqZH0ro2QcOP,181613,77,"{""danceability"": 0.795, ""energy"": 0.178, ""key"": 0, ""loudness"": -11.991, ""mode"": 1, ""speechiness"": 0.0574, ""acousticness"": 0.607, ""instrumentalness"": 0, ""liveness"": 0.623, ""valence"": 0.608, ""tempo"": 93.982, ""type"": ""audio_features"", ""id"": ""18uwL0vNUanqZH0ro2QcOP"", ""uri"": ""spotify:track:18uwL0vNUanqZH0ro2QcOP"", ""track_href"": ""https://api.spotify.com/v1/tracks/18uwL0vNUanqZH0ro2QcOP"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/18uwL0vNUanqZH0ro2QcOP"", ""duration_ms"": 181613, ""time_signature"": 4}",1663569289.005,1663595019.876007
1,'Bad Liar','Imagine Dragons',2RSHsoi04658QL5xgQVov3,260773,80,"{""danceability"": 0.383, ""energy"": 0.637, ""key"": 3, ""loudness"": -6.993, ""mode"": 1, ""speechiness"": 0.0703, ""acousticness"": 0.0722, ""instrumentalness"": 0, ""liveness"": 0.368, ""valence"": 0.0827, ""tempo"": 177.913, ""type"": ""audio_features"", ""id"": ""2RSHsoi04658QL5xgQVov3"", ""uri"": ""spotify:track:2RSHsoi04658QL5xgQVov3"", ""track_href"": ""https://api.spotify.com/v1/tracks/2RSHsoi04658QL5xgQVov3"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/2RSHsoi04658QL5xgQVov3"", ""duration_ms"": 260773, ""time_signature"": 4}",1663569549.405,1663595019.544415
0,'All We Are','Richello',0StGpPdRYxxGlhmJIrUzkt,120964,62,"{""danceability"": 0.627, ""energy"": 0.874, ""key"": 7, ""loudness"": -4.153, ""mode"": 1, ""speechiness"": 0.0432, ""acousticness"": 0.0505, ""instrumentalness"": 0, ""liveness"": 0.118, ""valence"": 0.483, ""tempo"": 125.095, ""type"": ""audio_features"", ""id"": ""0StGpPdRYxxGlhmJIrUzkt"", ""uri"": ""spotify:track:0StGpPdRYxxGlhmJIrUzkt"", ""track_href"": ""https://api.spotify.com/v1/tracks/0StGpPdRYxxGlhmJIrUzkt"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0StGpPdRYxxGlhmJIrUzkt"", ""duration_ms"": 120965, ""time_signature"": 4}",1663569671.717,1663595019.083931
0,'Ghost','Justin Bieber',6I3mqTwhRpn34SLVafSH7G,153190,89,"{""danceability"": 0.601, ""energy"": 0.741, ""key"": 2, ""loudness"": -5.569, ""mode"": 1, ""speechiness"": 0.0478, ""acousticness"": 0.185, ""instrumentalness"": 2.91e-05, ""liveness"": 0.415, ""valence"": 0.441, ""tempo"": 153.96, ""type"": ""audio_features"", ""id"": ""6I3mqTwhRpn34SLVafSH7G"", ""uri"": ""spotify:track:6I3mqTwhRpn34SLVafSH7G"", ""track_href"": ""https://api.spotify.com/v1/tracks/6I3mqTwhRpn34SLVafSH7G"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/6I3mqTwhRpn34SLVafSH7G"", ""duration_ms"": 153190, ""time_signature"": 4}",1663569825.364,1663595203.704591
2,'Unstoppable','Sia',2J2Z1SkXYghSajLibnQHOa,217746,80,"{""danceability"": 0.468, ""energy"": 0.779, ""key"": 9, ""loudness"": -4.839, ""mode"": 1, ""speechiness"": 0.0779, ""acousticness"": 0.112, ""instrumentalness"": 0.000373, ""liveness"": 0.101, ""valence"": 0.26, ""tempo"": 173.799, ""type"": ""audio_features"", ""id"": ""2J2Z1SkXYghSajLibnQHOa"", ""uri"": ""spotify:track:2J2Z1SkXYghSajLibnQHOa"", ""track_href"": ""https://api.spotify.com/v1/tracks/2J2Z1SkXYghSajLibnQHOa"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/2J2Z1SkXYghSajLibnQHOa"", ""duration_ms"": 217747, ""time_signature"": 4}",1663570043.671,1663595688.204272
1,'Wherever I Go','OneRepublic',46jLy47W8rkf8rEX04gMKB,169773,70,"{""danceability"": 0.552, ""energy"": 0.689, ""key"": 10, ""loudness"": -6.444, ""mode"": 0, ""speechiness"": 0.0425, ""acousticness"": 0.0915, ""instrumentalness"": 0, ""liveness"": 0.27, ""valence"": 0.349, ""tempo"": 99.961, ""type"": ""audio_features"", ""id"": ""46jLy47W8rkf8rEX04gMKB"", ""uri"": ""spotify:track:46jLy47W8rkf8rEX04gMKB"", ""track_href"": ""https://api.spotify.com/v1/tracks/46jLy47W8rkf8rEX04gMKB"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/46jLy47W8rkf8rEX04gMKB"", ""duration_ms"": 169773, ""time_signature"": 4}",1663570212.395,1663595687.845991
0,'Here With Me','Marshmello',5icOoE6VgqFKohjWWNp0Ac,156346,75,"{""danceability"": 0.791, ""energy"": 0.565, ""key"": 5, ""loudness"": -3.933, ""mode"": 0, ""speechiness"": 0.0439, ""acousticness"": 0.0623, ""instrumentalness"": 0, ""liveness"": 0.156, ""valence"": 0.181, ""tempo"": 99.961, ""type"": ""audio_features"", ""id"": ""5icOoE6VgqFKohjWWNp0Ac"", ""uri"": ""spotify:track:5icOoE6VgqFKohjWWNp0Ac"", ""track_href"": ""https://api.spotify.com/v1/tracks/5icOoE6VgqFKohjWWNp0Ac"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/5icOoE6VgqFKohjWWNp0Ac"", ""duration_ms"": 156347, ""time_signature"": 4}",1663570370.741,1663595687.511036
3,'Birds','Imagine Dragons',6Tvzf3VEi16JMhAgOwdt2y,219440,71,"{""danceability"": 0.649, ""energy"": 0.517, ""key"": 1, ""loudness"": -7.428, ""mode"": 0, ""speechiness"": 0.0297, ""acousticness"": 0.0146, ""instrumentalness"": 1.63e-06, ""liveness"": 0.145, ""valence"": 0.35, ""tempo"": 119.997, ""type"": ""audio_features"", ""id"": ""6Tvzf3VEi16JMhAgOwdt2y"", ""uri"": ""spotify:track:6Tvzf3VEi16JMhAgOwdt2y"", ""track_href"": ""https://api.spotify.com/v1/tracks/6Tvzf3VEi16JMhAgOwdt2y"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/6Tvzf3VEi16JMhAgOwdt2y"", ""duration_ms"": 219440, ""time_signature"": 4}",1663570590.424,1663598103.623598
2,'Lie To Me (feat. Julia Michaels)','5 Seconds of Summer',6GzApXoBQiiAjak3tOQfV3,149877,70,"{""danceability"": 0.611, ""energy"": 0.52, ""key"": 0, ""loudness"": -5.445, ""mode"": 1, ""speechiness"": 0.0346, ""acousticness"": 0.0132, ""instrumentalness"": 0, ""liveness"": 0.105, ""valence"": 0.771, ""tempo"": 159.927, ""type"": ""audio_features"", ""id"": ""6GzApXoBQiiAjak3tOQfV3"", ""uri"": ""spotify:track:6GzApXoBQiiAjak3tOQfV3"", ""track_href"": ""https://api.spotify.com/v1/tracks/6GzApXoBQiiAjak3tOQfV3"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/6GzApXoBQiiAjak3tOQfV3"", ""duration_ms"": 149878, ""time_signature"": 4}",1663570741.047,1663598103.28922
1,'Anyone','Justin Bieber',2WnAKZefdRHxtBEkRjFOHC,190779,74,"{""danceability"": 0.685, ""energy"": 0.521, ""key"": 2, ""loudness"": -8.285, ""mode"": 1, ""speechiness"": 0.0345, ""acousticness"": 0.185, ""instrumentalness"": 3.59e-06, ""liveness"": 0.111, ""valence"": 0.578, ""tempo"": 115.885, ""type"": ""audio_features"", ""id"": ""2WnAKZefdRHxtBEkRjFOHC"", ""uri"": ""spotify:track:2WnAKZefdRHxtBEkRjFOHC"", ""track_href"": ""https://api.spotify.com/v1/tracks/2WnAKZefdRHxtBEkRjFOHC"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/2WnAKZefdRHxtBEkRjFOHC"", ""duration_ms"": 190779, ""time_signature"": 4}",1663570932.301,1663598102.922306
0,'Love Me Like a Friend','Fly By Midnight',0110a0AM2nOV8yYa9u6kjQ,202266,64,"{""danceability"": 0.713, ""energy"": 0.764, ""key"": 6, ""loudness"": -5.57, ""mode"": 0, ""speechiness"": 0.0294, ""acousticness"": 0.0718, ""instrumentalness"": 0, ""liveness"": 0.0708, ""valence"": 0.962, ""tempo"": 125.052, ""type"": ""audio_features"", ""id"": ""0110a0AM2nOV8yYa9u6kjQ"", ""uri"": ""spotify:track:0110a0AM2nOV8yYa9u6kjQ"", ""track_href"": ""https://api.spotify.com/v1/tracks/0110a0AM2nOV8yYa9u6kjQ"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0110a0AM2nOV8yYa9u6kjQ"", ""duration_ms"": 202267, ""time_signature"": 4}",1663571134.982,1663598102.589217
2,'Secrets','OneRepublic',1NhPKVLsHhFUHIOZ32QnS2,224693,76,"{""danceability"": 0.516, ""energy"": 0.764, ""key"": 2, ""loudness"": -6.223, ""mode"": 1, ""speechiness"": 0.0366, ""acousticness"": 0.0717, ""instrumentalness"": 0, ""liveness"": 0.115, ""valence"": 0.376, ""tempo"": 148.021, ""type"": ""audio_features"", ""id"": ""1NhPKVLsHhFUHIOZ32QnS2"", ""uri"": ""spotify:track:1NhPKVLsHhFUHIOZ32QnS2"", ""track_href"": ""https://api.spotify.com/v1/tracks/1NhPKVLsHhFUHIOZ32QnS2"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/1NhPKVLsHhFUHIOZ32QnS2"", ""duration_ms"": 224693, ""time_signature"": 4}",1663571173.469,1663603359.453069
1,'Secrets','OneRepublic',1NhPKVLsHhFUHIOZ32QnS2,224693,76,"{""danceability"": 0.516, ""energy"": 0.764, ""key"": 2, ""loudness"": -6.223, ""mode"": 1, ""speechiness"": 0.0366, ""acousticness"": 0.0717, ""instrumentalness"": 0, ""liveness"": 0.115, ""valence"": 0.376, ""tempo"": 148.021, ""type"": ""audio_features"", ""id"": ""1NhPKVLsHhFUHIOZ32QnS2"", ""uri"": ""spotify:track:1NhPKVLsHhFUHIOZ32QnS2"", ""track_href"": ""https://api.spotify.com/v1/tracks/1NhPKVLsHhFUHIOZ32QnS2"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/1NhPKVLsHhFUHIOZ32QnS2"", ""duration_ms"": 224693, ""time_signature"": 4}",1663577904.321,1663603359.124054
0,'Wolves','Selena Gomez',0tBbt8CrmxbjRP0pueQkyU,197993,80,"{""danceability"": 0.724, ""energy"": 0.804, ""key"": 11, ""loudness"": -4.614, ""mode"": 0, ""speechiness"": 0.0448, ""acousticness"": 0.124, ""instrumentalness"": 0, ""liveness"": 0.204, ""valence"": 0.306, ""tempo"": 124.987, ""type"": ""audio_features"", ""id"": ""0tBbt8CrmxbjRP0pueQkyU"", ""uri"": ""spotify:track:0tBbt8CrmxbjRP0pueQkyU"", ""track_href"": ""https://api.spotify.com/v1/tracks/0tBbt8CrmxbjRP0pueQkyU"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0tBbt8CrmxbjRP0pueQkyU"", ""duration_ms"": 197993, ""time_signature"": 4}",1663578102.772,1663603358.797779
49,'All We Know','The Chainsmokers',2rizacJSyD9S1IQUxUxnsK,194080,69,"{""danceability"": 0.662, ""energy"": 0.586, ""key"": 0, ""loudness"": -8.821, ""mode"": 1, ""speechiness"": 0.0307, ""acousticness"": 0.097, ""instrumentalness"": 0.00272, ""liveness"": 0.115, ""valence"": 0.296, ""tempo"": 90.0, ""type"": ""audio_features"", ""id"": ""2rizacJSyD9S1IQUxUxnsK"", ""uri"": ""spotify:track:2rizacJSyD9S1IQUxUxnsK"", ""track_href"": ""https://api.spotify.com/v1/tracks/2rizacJSyD9S1IQUxUxnsK"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/2rizacJSyD9S1IQUxUxnsK"", ""duration_ms"": 194080, ""time_signature"": 4}",1663608692.61,1663734748.176636
48,'Silence','Marshmello',7vGuf3Y35N4wmASOKLUVVU,180822,81,"{""danceability"": 0.52, ""energy"": 0.761, ""key"": 4, ""loudness"": -3.093, ""mode"": 1, ""speechiness"": 0.0853, ""acousticness"": 0.256, ""instrumentalness"": 4.96e-06, ""liveness"": 0.17, ""valence"": 0.286, ""tempo"": 141.971, ""type"": ""audio_features"", ""id"": ""7vGuf3Y35N4wmASOKLUVVU"", ""uri"": ""spotify:track:7vGuf3Y35N4wmASOKLUVVU"", ""track_href"": ""https://api.spotify.com/v1/tracks/7vGuf3Y35N4wmASOKLUVVU"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/7vGuf3Y35N4wmASOKLUVVU"", ""duration_ms"": 180823, ""time_signature"": 4}",1663608873.941,1663734747.848638
47,'Hold On','Justin Bieber',1nahzW3kfMuwReTka28tH5,170813,79,"{""danceability"": 0.658, ""energy"": 0.634, ""key"": 1, ""loudness"": -6.068, ""mode"": 0, ""speechiness"": 0.0431, ""acousticness"": 0.0104, ""instrumentalness"": 0, ""liveness"": 0.12, ""valence"": 0.302, ""tempo"": 140.002, ""type"": ""audio_features"", ""id"": ""1nahzW3kfMuwReTka28tH5"", ""uri"": ""spotify:track:1nahzW3kfMuwReTka28tH5"", ""track_href"": ""https://api.spotify.com/v1/tracks/1nahzW3kfMuwReTka28tH5"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/1nahzW3kfMuwReTka28tH5"", ""duration_ms"": 170813, ""time_signature"": 4}",1663609045.34,1663734747.527638
46,'Better Days','OneRepublic',2SLxgJ2YFohfd8KwuJZTUE,144545,61,"{""danceability"": 0.618, ""energy"": 0.725, ""key"": 5, ""loudness"": -4.952, ""mode"": 1, ""speechiness"": 0.0479, ""acousticness"": 0.255, ""instrumentalness"": 0, ""liveness"": 0.424, ""valence"": 0.242, ""tempo"": 88.982, ""type"": ""audio_features"", ""id"": ""2SLxgJ2YFohfd8KwuJZTUE"", ""uri"": ""spotify:track:2SLxgJ2YFohfd8KwuJZTUE"", ""track_href"": ""https://api.spotify.com/v1/tracks/2SLxgJ2YFohfd8KwuJZTUE"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/2SLxgJ2YFohfd8KwuJZTUE"", ""duration_ms"": 144546, ""time_signature"": 4}",1663609071.356,1663734747.201638
45,'Better Days','OneRepublic',2SLxgJ2YFohfd8KwuJZTUE,144545,61,"{""danceability"": 0.618, ""energy"": 0.725, ""key"": 5, ""loudness"": -4.952, ""mode"": 1, ""speechiness"": 0.0479, ""acousticness"": 0.255, ""instrumentalness"": 0, ""liveness"": 0.424, ""valence"": 0.242, ""tempo"": 88.982, ""type"": ""audio_features"", ""id"": ""2SLxgJ2YFohfd8KwuJZTUE"", ""uri"": ""spotify:track:2SLxgJ2YFohfd8KwuJZTUE"", ""track_href"": ""https://api.spotify.com/v1/tracks/2SLxgJ2YFohfd8KwuJZTUE"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/2SLxgJ2YFohfd8KwuJZTUE"", ""duration_ms"": 144546, ""time_signature"": 4}",1663610897.291,1663734746.865636
44,'traitor','Olivia Rodrigo',5CZ40GBx1sQ9agT82CLQCT,229226,89,"{""danceability"": 0.38, ""energy"": 0.339, ""key"": 3, ""loudness"": -7.885, ""mode"": 1, ""speechiness"": 0.0338, ""acousticness"": 0.691, ""instrumentalness"": 0, ""liveness"": 0.12, ""valence"": 0.0849, ""tempo"": 100.607, ""type"": ""audio_features"", ""id"": ""5CZ40GBx1sQ9agT82CLQCT"", ""uri"": ""spotify:track:5CZ40GBx1sQ9agT82CLQCT"", ""track_href"": ""https://api.spotify.com/v1/tracks/5CZ40GBx1sQ9agT82CLQCT"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/5CZ40GBx1sQ9agT82CLQCT"", ""duration_ms"": 229227, ""time_signature"": 4}",1663611127.63,1663734746.537639
43,'What Lovers Do (feat. SZA)','Maroon 5',0GxQ1A5L9xnMOytbP6eKBG,199849,73,"{""danceability"": 0.799, ""energy"": 0.597, ""key"": 5, ""loudness"": -5.131, ""mode"": 0, ""speechiness"": 0.0611, ""acousticness"": 0.0788, ""instrumentalness"": 5.66e-06, ""liveness"": 0.1, ""valence"": 0.419, ""tempo"": 110.001, ""type"": ""audio_features"", ""id"": ""0GxQ1A5L9xnMOytbP6eKBG"", ""uri"": ""spotify:track:0GxQ1A5L9xnMOytbP6eKBG"", ""track_href"": ""https://api.spotify.com/v1/tracks/0GxQ1A5L9xnMOytbP6eKBG"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0GxQ1A5L9xnMOytbP6eKBG"", ""duration_ms"": 199849, ""time_signature"": 4}",1663611356.43,1663734746.214592
42,'My Life','Imagine Dragons',0E0kxko3i9b5JxxMoGH3At,224512,71,"{""danceability"": 0.525, ""energy"": 0.427, ""key"": 4, ""loudness"": -7.282, ""mode"": 1, ""speechiness"": 0.032, ""acousticness"": 0.0828, ""instrumentalness"": 0, ""liveness"": 0.144, ""valence"": 0.305, ""tempo"": 129.982, ""type"": ""audio_features"", ""id"": ""0E0kxko3i9b5JxxMoGH3At"", ""uri"": ""spotify:track:0E0kxko3i9b5JxxMoGH3At"", ""track_href"": ""https://api.spotify.com/v1/tracks/0E0kxko3i9b5JxxMoGH3At"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0E0kxko3i9b5JxxMoGH3At"", ""duration_ms"": 224512, ""time_signature"": 4}",1663611581.219,1663734745.890593
41,'Give Your Heart a Break','Demi Lovato',3sP3c86WFjOzHHnbhhZcLA,205346,70,"{""danceability"": 0.651, ""energy"": 0.695, ""key"": 6, ""loudness"": -3.218, ""mode"": 1, ""speechiness"": 0.0487, ""acousticness"": 0.23, ""instrumentalness"": 0, ""liveness"": 0.144, ""valence"": 0.569, ""tempo"": 123.008, ""type"": ""audio_features"", ""id"": ""3sP3c86WFjOzHHnbhhZcLA"", ""uri"": ""spotify:track:3sP3c86WFjOzHHnbhhZcLA"", ""track_href"": ""https://api.spotify.com/v1/tracks/3sP3c86WFjOzHHnbhhZcLA"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/3sP3c86WFjOzHHnbhhZcLA"", ""duration_ms"": 205347, ""time_signature"": 4}",1663611786.169,1663734745.566987
40,'Ghost Of You','5 Seconds of Summer',1MhXdlCQPnO56T57MfmaRm,197411,76,"{""danceability"": 0.458, ""energy"": 0.561, ""key"": 10, ""loudness"": -4.819, ""mode"": 1, ""speechiness"": 0.0269, ""acousticness"": 0.0965, ""instrumentalness"": 0, ""liveness"": 0.156, ""valence"": 0.206, ""tempo"": 149.875, ""type"": ""audio_features"", ""id"": ""1MhXdlCQPnO56T57MfmaRm"", ""uri"": ""spotify:track:1MhXdlCQPnO56T57MfmaRm"", ""track_href"": ""https://api.spotify.com/v1/tracks/1MhXdlCQPnO56T57MfmaRm"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/1MhXdlCQPnO56T57MfmaRm"", ""duration_ms"": 197411, ""time_signature"": 3}",1663611985.098,1663734745.220987
39,'Run','OneRepublic',6KL88T4Ma4ABXqzgUoEwkd,168259,76,"{""danceability"": 0.682, ""energy"": 0.72, ""key"": 11, ""loudness"": -8.176, ""mode"": 0, ""speechiness"": 0.0382, ""acousticness"": 0.321, ""instrumentalness"": 0, ""liveness"": 0.205, ""valence"": 0.649, ""tempo"": 116.988, ""type"": ""audio_features"", ""id"": ""6KL88T4Ma4ABXqzgUoEwkd"", ""uri"": ""spotify:track:6KL88T4Ma4ABXqzgUoEwkd"", ""track_href"": ""https://api.spotify.com/v1/tracks/6KL88T4Ma4ABXqzgUoEwkd"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/6KL88T4Ma4ABXqzgUoEwkd"", ""duration_ms"": 168260, ""time_signature"": 4}",1663612153.916,1663734744.876985
38,'OK Not To Be OK','Marshmello',0zzVTGyRrWpQu8Fr28NRAv,159862,75,"{""danceability"": 0.743, ""energy"": 0.837, ""key"": 1, ""loudness"": -5.025, ""mode"": 0, ""speechiness"": 0.0649, ""acousticness"": 0.0172, ""instrumentalness"": 0, ""liveness"": 0.0743, ""valence"": 0.263, ""tempo"": 103.072, ""type"": ""audio_features"", ""id"": ""0zzVTGyRrWpQu8Fr28NRAv"", ""uri"": ""spotify:track:0zzVTGyRrWpQu8Fr28NRAv"", ""track_href"": ""https://api.spotify.com/v1/tracks/0zzVTGyRrWpQu8Fr28NRAv"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0zzVTGyRrWpQu8Fr28NRAv"", ""duration_ms"": 159863, ""time_signature"": 4}",1663612313.27,1663734744.536582
37,"'Never Seen Anything ""Quite Like You"" - Acoustic'",'The Script',018Idkvf82hi44UZmIXiGB,228146,62,"{""danceability"": 0.444, ""energy"": 0.398, ""key"": 6, ""loudness"": -8.01, ""mode"": 1, ""speechiness"": 0.03, ""acousticness"": 0.799, ""instrumentalness"": 0, ""liveness"": 0.114, ""valence"": 0.361, ""tempo"": 79.874, ""type"": ""audio_features"", ""id"": ""018Idkvf82hi44UZmIXiGB"", ""uri"": ""spotify:track:018Idkvf82hi44UZmIXiGB"", ""track_href"": ""https://api.spotify.com/v1/tracks/018Idkvf82hi44UZmIXiGB"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/018Idkvf82hi44UZmIXiGB"", ""duration_ms"": 228147, ""time_signature"": 3}",1663612541.327,1663734744.215562
36,'Enemy - From the series Arcane League of Legends','Imagine Dragons',5UlnuulVAVmmesw4VzqHdG,173381,81,"{""danceability"": 0.722, ""energy"": 0.745, ""key"": 7, ""loudness"": -4.164, ""mode"": 1, ""speechiness"": 0.256, ""acousticness"": 0.247, ""instrumentalness"": 0, ""liveness"": 0.419, ""valence"": 0.52, ""tempo"": 77.029, ""type"": ""audio_features"", ""id"": ""5UlnuulVAVmmesw4VzqHdG"", ""uri"": ""spotify:track:5UlnuulVAVmmesw4VzqHdG"", ""track_href"": ""https://api.spotify.com/v1/tracks/5UlnuulVAVmmesw4VzqHdG"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/5UlnuulVAVmmesw4VzqHdG"", ""duration_ms"": 173381, ""time_signature"": 4}",1663612715.769,1663734743.867375
35,'Girls Like You','Maroon 5',7npLlaPu9Mfno8hjk5OagD,215229,74,"{""danceability"": 0.611, ""energy"": 0.462, ""key"": 0, ""loudness"": -7.054, ""mode"": 1, ""speechiness"": 0.0646, ""acousticness"": 0.558, ""instrumentalness"": 1.01e-06, ""liveness"": 0.131, ""valence"": 0.377, ""tempo"": 59.635, ""type"": ""audio_features"", ""id"": ""7npLlaPu9Mfno8hjk5OagD"", ""uri"": ""spotify:track:7npLlaPu9Mfno8hjk5OagD"", ""track_href"": ""https://api.spotify.com/v1/tracks/7npLlaPu9Mfno8hjk5OagD"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/7npLlaPu9Mfno8hjk5OagD"", ""duration_ms"": 215230, ""time_signature"": 4}",1663612932.42,1663734743.541556
34,'Off My Face','Justin Bieber',3T03rPwlL8NVk1yIaxeD8U,156467,78,"{""danceability"": 0.509, ""energy"": 0.228, ""key"": 4, ""loudness"": -8.68, ""mode"": 1, ""speechiness"": 0.0332, ""acousticness"": 0.92, ""instrumentalness"": 0, ""liveness"": 0.104, ""valence"": 0.586, ""tempo"": 90.674, ""type"": ""audio_features"", ""id"": ""3T03rPwlL8NVk1yIaxeD8U"", ""uri"": ""spotify:track:3T03rPwlL8NVk1yIaxeD8U"", ""track_href"": ""https://api.spotify.com/v1/tracks/3T03rPwlL8NVk1yIaxeD8U"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/3T03rPwlL8NVk1yIaxeD8U"", ""duration_ms"": 156468, ""time_signature"": 4}",1663613089.434,1663734743.203381
